file_name,rule_id,severity,line_number,detected_message,actual_code_line,validity,verification_reason
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,MANUAL-005,Info,54,"[MANUAL_REVIEW] Raima DB 증가 방지: 1) DP 알람 설정 값 변경 시 dpSetTimed(0, dpe, value)를 사용하였는가? - dpSetTimed를 사용하지 않을 경우 설정 값에 대한 변경 이력이 Raima에 기록되어 Raima DB 증가","dpConnect(""CB_check_box"",$SetDP + "".cmd.AUTOSEL.SEL1"",$SetDP + "".cmd.AUTOSEL.SEL2"",$SetDP + "".cmd.AUTOSEL.SEL3"",$SetDP + "".cmd.AUTOSEL.SEL4"",$SetDP + "".cmd.AUTOSEL.SEL5"");",VALID,룰 검사 기준 부합
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,MANUAL-005,Info,60,"[MANUAL_REVIEW] Raima DB 증가 방지: 1) DP 알람 설정 값 변경 시 dpSetTimed(0, dpe, value)를 사용하였는가? - dpSetTimed를 사용하지 않을 경우 설정 값에 대한 변경 이력이 Raima에 기록되어 Raima DB 증가","//   dpConnect(""CB_value_ractangle_sp"",dpL_hang1_cx);",VALID,룰 검사 기준 부합
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,49,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_press_set1);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,51,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_press_set1_max);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,52,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_press_set1_min);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,54,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_check_box"",$SetDP + "".cmd.AUTOSEL.SEL1"",$SetDP + "".cmd.AUTOSEL.SEL2"",$SetDP + "".cmd.AUTOSEL.SEL3"",$SetDP + "".cmd.AUTOSEL.SEL4"",$SetDP + "".cmd.AUTOSEL.SEL5"");",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,66,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_hz_set1);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,68,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_fan_vib_hilm);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,70,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_ad_open_tm_set);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,71,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_ad_open_tmlm);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,72,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_textfield"",dp_ad_open_lm);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,77,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_value_check_box"",dp_fan_vib_invalidity);",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,876,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,911,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,946,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1089,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_check_autoAB"",$SetDP + "".cmd.AUTOSEL.SEL1"");",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1090,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_check_autoAB"",$SetDP + "".cmd.AUTOSEL.SEL2"");",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1091,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_check_autoAB"",$SetDP + "".cmd.AUTOSEL.SEL3"");",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1092,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_check_autoAB"",$SetDP + "".cmd.AUTOSEL.SEL4"");",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1093,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""CB_check_autoAB"",$SetDP + "".cmd.AUTOSEL.SEL5"");",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1153,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1196,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1266,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1307,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_RES_001,Medium,1342,[CTL_RES_001] 위반: 메모리 누수 체크,"dpConnect(""EP_setBackColorCB"",",VALID,메모리 또는 DP 접속 해제 쌍 미비
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_ERR_002,Medium,691,"[CTL_ERR_002] 위반: Try, Catch 예외처리",,VALID,예외 처리 구문 미사용 확인
